arxiv_id,title,authors,abstract,published,pdf_url,categories
2104.05569v1,Deep Learning for IoT,['Tao Lin'],"Deep learning and other machine learning approaches are deployed to many
systems related to Internet of Things or IoT. However, it faces challenges that
adversaries can take loopholes to hack these systems through tampering history
data. This paper first presents overall points of adversarial machine learning.
Then, we illustrate traditional methods, such as Petri Net cannot solve this
new question efficiently. To help IoT data analysis more efficient, we propose
a retrieval method based on deep learning (recurrent neural network). Besides,
this paper presents a research on data retrieval solution to avoid hacking by
adversaries in the fields of adversary machine leaning. It further directs the
new approaches in terms of how to implementing this framework in IoT settings
based on adversarial deep learning.",2021-04-12T15:39:30Z,http://arxiv.org/pdf/2104.05569v1,"['cs.LG', 'cs.NI']"
2504.08489v1,Statistically guided deep learning,"['Michael Kohler', 'Adam Krzyzak']","We present a theoretically well-founded deep learning algorithm for
nonparametric regression. It uses over-parametrized deep neural networks with
logistic activation function, which are fitted to the given data via gradient
descent. We propose a special topology of these networks, a special random
initialization of the weights, and a data-dependent choice of the learning rate
and the number of gradient descent steps. We prove a theoretical bound on the
expected $L_2$ error of this estimate, and illustrate its finite sample size
performance by applying it to simulated data. Our results show that a
theoretical analysis of deep learning which takes into account simultaneously
optimization, generalization and approximation can result in a new deep
learning estimate which has an improved finite sample performance.",2025-04-11T12:36:06Z,http://arxiv.org/pdf/2504.08489v1,"['math.ST', 'cs.LG', 'stat.ML', 'stat.TH']"
1412.3489v2,Quantum Deep Learning,"['Nathan Wiebe', 'Ashish Kapoor', 'Krysta M. Svore']","In recent years, deep learning has had a profound impact on machine learning
and artificial intelligence. At the same time, algorithms for quantum computers
have been shown to efficiently solve some problems that are intractable on
conventional, classical computers. We show that quantum computing not only
reduces the time required to train a deep restricted Boltzmann machine, but
also provides a richer and more comprehensive framework for deep learning than
classical computing and leads to significant improvements in the optimization
of the underlying objective function. Our quantum methods also permit efficient
training of full Boltzmann machines and multi-layer, fully connected models and
do not have well known classical counterparts.",2014-12-10T23:05:16Z,http://arxiv.org/pdf/1412.3489v2,"['quant-ph', 'cs.LG', 'cs.NE']"
2302.12027v1,Forecasting with Deep Learning,['Gissel Velarde'],"This paper presents a method for time series forecasting with deep learning
and its assessment on two datasets. The method starts with data preparation,
followed by model training and evaluation. The final step is a visual
inspection. Experimental work demonstrates that a single time series can be
used to train deep learning networks if time series in a dataset contain
patterns that repeat even with a certain variation. However, for less
structured time series such as stock market closing prices, the networks
perform just like a baseline that repeats the last observed value. The
implementation of the method as well as the experiments are open-source.",2023-02-17T10:09:22Z,http://arxiv.org/pdf/2302.12027v1,"['cs.LG', 'cs.AI']"
2310.06251v1,Deep Learning: A Tutorial,"['Nick Polson', 'Vadim Sokolov']","Our goal is to provide a review of deep learning methods which provide
insight into structured high-dimensional data. Rather than using shallow
additive architectures common to most statistical models, deep learning uses
layers of semi-affine input transformations to provide a predictive rule.
Applying these layers of transformations leads to a set of attributes (or,
features) to which probabilistic statistical methods can be applied. Thus, the
best of both worlds can be achieved: scalable prediction rules fortified with
uncertainty quantification, where sparse regularization finds the features.",2023-10-10T01:55:22Z,http://arxiv.org/pdf/2310.06251v1,"['stat.ML', 'cs.LG']"
1810.11614v2,Deep learning for denoising,"['Siwei Yu', 'Jianwei Ma', 'Wenlong Wang']","Compared with traditional seismic noise attenuation algorithms that depend on
signal models and their corresponding prior assumptions, removing noise with a
deep neural network is trained based on a large training set, where the inputs
are the raw datasets and the corresponding outputs are the desired clean data.
After the completion of training, the deep learning method achieves adaptive
denoising with no requirements of (i) accurate modelings of the signal and
noise, or (ii) optimal parameters tuning. We call this intelligent denoising.
We use a convolutional neural network as the basic tool for deep learning. In
random and linear noise attenuation, the training set is generated with
artificially added noise. In the multiple attenuation step, the training set is
generated with acoustic wave equation. Stochastic gradient descent is used to
solve the optimal parameters for the convolutional neural network. The runtime
of deep learning on a graphics processing unit for denoising has the same order
as the $f-x$ deconvolution method. Synthetic and field results show the
potential applications of deep learning in automatic attenuation of random
noise (with unknown variance), linear noise, and multiples.",2018-10-27T07:39:09Z,http://arxiv.org/pdf/1810.11614v2,"['physics.geo-ph', 'cs.LG', 'eess.SP', '86A15']"
2003.03253v1,Introduction to deep learning,"['Lihi Shiloh-Perl', 'Raja Giryes']","Deep Learning (DL) has made a major impact on data science in the last
decade. This chapter introduces the basic concepts of this field. It includes
both the basic structures used to design deep neural networks and a brief
survey of some of its popular use cases.",2020-02-29T14:52:28Z,http://arxiv.org/pdf/2003.03253v1,['cs.LG']
2211.16350v4,"On ""Deep Learning"" Misconduct",['Juyang Weng'],"This is a theoretical paper, as a companion paper of the plenary talk for the
same conference ISAIC 2022. In contrast to the author's plenary talk in the
same conference, conscious learning (Weng, 2022b; Weng, 2022c) which develops a
single network for a life (many tasks), ""Deep Learning"" trains multiple
networks for each task. Although ""Deep Learning"" may use different learning
modes, including supervised, reinforcement and adversarial modes, almost all
""Deep Learning"" projects apparently suffer from the same misconduct, called
""data deletion"" and ""test on training data"". This paper establishes a theorem
that a simple method called Pure-Guess Nearest Neighbor (PGNN) reaches any
required errors on validation data set and test data set, including zero-error
requirements, through the same misconduct, as long as the test data set is in
the possession of the authors and both the amount of storage space and the time
of training are finite but unbounded. The misconduct violates well-known
protocols called transparency and cross-validation. The nature of the
misconduct is fatal, because in the absence of any disjoint test, ""Deep
Learning"" is clearly not generalizable.",2022-11-23T17:04:42Z,http://arxiv.org/pdf/2211.16350v4,"['cs.LG', 'I.3']"
2303.02186v2,Causal Deep Learning,"['Jeroen Berrevoets', 'Krzysztof Kacprzyk', 'Zhaozhi Qian', 'Mihaela van der Schaar']","Causality has the potential to truly transform the way we solve a large
number of real-world problems. Yet, so far, its potential largely remains to be
unlocked as causality often requires crucial assumptions which cannot be tested
in practice. To address this challenge, we propose a new way of thinking about
causality -- we call this causal deep learning. Our causal deep learning
framework spans three dimensions: (1) a structural dimension, which
incorporates partial yet testable causal knowledge rather than assuming either
complete or no causal knowledge among the variables of interest; (2) a
parametric dimension, which encompasses parametric forms that capture the type
of relationships among the variables of interest; and (3) a temporal dimension,
which captures exposure times or how the variables of interest interact
(possibly causally) over time. Causal deep learning enables us to make progress
on a variety of real-world problems by leveraging partial causal knowledge
(including independencies among variables) and quantitatively characterising
causal relationships among variables of interest (possibly over time). Our
framework clearly identifies which assumptions are testable and which ones are
not, such that the resulting solutions can be judiciously adopted in practice.
Using our formulation we can combine or chain together causal representations
to solve specific problems without losing track of which assumptions are
required to build these solutions, pushing real-world impact in healthcare,
economics and business, environmental sciences and education, through causal
deep learning.",2023-03-03T19:19:18Z,http://arxiv.org/pdf/2303.02186v2,"['cs.LG', 'cs.AI']"
2201.13380v1,Deep Learning Macroeconomics,['Rafael R. S. Guimaraes'],"Limited datasets and complex nonlinear relationships are among the challenges
that may emerge when applying econometrics to macroeconomic problems. This
research proposes deep learning as an approach to transfer learning in the
former case and to map relationships between variables in the latter case.
Although macroeconomists already apply transfer learning when assuming a given
a priori distribution in a Bayesian context, estimating a structural VAR with
signal restriction and calibrating parameters based on results observed in
other models, to name a few examples, advance in a more systematic transfer
learning strategy in applied macroeconomics is the innovation we are
introducing. We explore the proposed strategy empirically, showing that data
from different but related domains, a type of transfer learning, helps identify
the business cycle phases when there is no business cycle dating committee and
to quick estimate a economic-based output gap. Next, since deep learning
methods are a way of learning representations, those that are formed by the
composition of multiple non-linear transformations, to yield more abstract
representations, we apply deep learning for mapping low-frequency from
high-frequency variables. The results obtained show the suitability of deep
learning models applied to macroeconomic problems. First, models learned to
classify United States business cycles correctly. Then, applying transfer
learning, they were able to identify the business cycles of out-of-sample
Brazilian and European data. Along the same lines, the models learned to
estimate the output gap based on the U.S. data and obtained good performance
when faced with Brazilian data. Additionally, deep learning proved adequate for
mapping low-frequency variables from high-frequency data to interpolate,
distribute, and extrapolate time series by related series.",2022-01-31T17:43:43Z,http://arxiv.org/pdf/2201.13380v1,"['econ.EM', 'cs.LG']"
1705.05750v2,Holography as deep learning,"['Wen-Cong Gan', 'Fu-Wen Shu']","Quantum many-body problem with exponentially large degrees of freedom can be
reduced to a tractable computational form by neural network method \cite{CT}.
The power of deep neural network (DNN) based on deep learning is clarified by
mapping it to renormalization group (RG), which may shed lights on holographic
principle by identifying a sequence of RG transformations to the AdS geometry.
In this essay, we show that any network which reflects RG process has intrinsic
hyperbolic geometry, and discuss the structure of entanglement encoded in the
graph of DNN. We find the entanglement structure of deep neural network is of
Ryu-Takayanagi form. Based on these facts, we argue that the emergence of
holographic gravitational theory is related to deep learning process of the
quantum field theory.",2017-05-16T14:57:22Z,http://arxiv.org/pdf/1705.05750v2,"['gr-qc', 'hep-th', 'quant-ph']"
1803.06111v1,Vulnerability of Deep Learning,['Richard Kenway'],"The Renormalisation Group (RG) provides a framework in which it is possible
to assess whether a deep-learning network is sensitive to small changes in the
input data and hence prone to error, or susceptible to adversarial attack.
Distinct classification outputs are associated with different RG fixed points
and sensitivity to small changes in the input data is due to the presence of
relevant operators at a fixed point. A numerical scheme, based on Monte Carlo
RG ideas, is proposed for identifying the existence of relevant operators and
the corresponding directions of greatest sensitivity in the input data. Thus, a
trained deep-learning network may be tested for its robustness and, if it is
vulnerable to attack, dangerous perturbations of the input data identified.",2018-03-16T08:52:04Z,http://arxiv.org/pdf/1803.06111v1,"['stat.ML', 'cond-mat.dis-nn', 'cond-mat.stat-mech', 'cs.AI', 'cs.LG']"
2006.08256v5,Markov-Lipschitz Deep Learning,"['Stan Z. Li', 'Zelin Zang', 'Lirong Wu']","We propose a novel framework, called Markov-Lipschitz deep learning (MLDL),
to tackle geometric deterioration caused by collapse, twisting, or crossing in
vector-based neural network transformations for manifold-based representation
learning and manifold data generation. A prior constraint, called locally
isometric smoothness (LIS), is imposed across-layers and encoded into a Markov
random field (MRF)-Gibbs distribution. This leads to the best possible
solutions for local geometry preservation and robustness as measured by locally
geometric distortion and locally bi-Lipschitz continuity. Consequently, the
layer-wise vector transformations are enhanced into well-behaved,
LIS-constrained metric homeomorphisms. Extensive experiments, comparisons, and
ablation study demonstrate significant advantages of MLDL for manifold learning
and manifold data generation. MLDL is general enough to enhance any vector
transformation-based networks. The code is available at
https://github.com/westlake-cairi/Markov-Lipschitz-Deep-Learning.",2020-06-15T09:46:42Z,http://arxiv.org/pdf/2006.08256v5,"['cs.LG', 'stat.ML']"
2110.15829v5,Holistic Deep Learning,"['Dimitris Bertsimas', 'Kimberly Villalobos Carballo', 'Léonard Boussioux', 'Michael Lingzhi Li', 'Alex Paskov', 'Ivan Paskov']","This paper presents a novel holistic deep learning framework that
simultaneously addresses the challenges of vulnerability to input
perturbations, overparametrization, and performance instability from different
train-validation splits. The proposed framework holistically improves accuracy,
robustness, sparsity, and stability over standard deep learning models, as
demonstrated by extensive experiments on both tabular and image data sets. The
results are further validated by ablation experiments and SHAP value analysis,
which reveal the interactions and trade-offs between the different evaluation
metrics. To support practitioners applying our framework, we provide a
prescriptive approach that offers recommendations for selecting an appropriate
training loss function based on their specific objectives. All the code to
reproduce the results can be found at https://github.com/kimvc7/HDL.",2021-10-29T14:46:32Z,http://arxiv.org/pdf/2110.15829v5,"['cs.LG', 'cs.AI']"
2211.09639v2,Why Deep Learning Generalizes,['Benjamin L. Badger'],"Very large deep learning models trained using gradient descent are remarkably
resistant to memorization given their huge capacity, but are at the same time
capable of fitting large datasets of pure noise. Here methods are introduced by
which models may be trained to memorize datasets that normally are generalized.
We find that memorization is difficult relative to generalization, but that
adding noise makes memorization easier. Increasing the dataset size exaggerates
the characteristics of that dataset: model access to more training samples
makes overfitting easier for random data, but somewhat harder for natural
images. The bias of deep learning towards generalization is explored
theoretically, and we show that generalization results from a model's
parameters being attracted to points of maximal stability with respect to that
model's inputs during gradient descent.",2022-11-17T16:39:43Z,http://arxiv.org/pdf/2211.09639v2,['cs.LG']
2403.03385v1,Multi-modal Deep Learning,['Chen Yuhua'],"This article investigates deep learning methodologies for single-modality
clinical data analysis, as a crucial precursor to multi-modal medical research.
Building on Guo JingYuan's work, the study refines clinical data processing
through Compact Convolutional Transformer (CCT), Patch Up, and the innovative
CamCenterLoss technique, establishing a foundation for future multimodal
investigations. The proposed methodology demonstrates improved prediction
accuracy and at tentiveness to critically ill patients compared to Guo
JingYuan's ResNet and StageNet approaches. Novelty that using image-pretrained
vision transformer backbone to perform transfer learning time-series clinical
data.The study highlights the potential of CCT, Patch Up, and novel
CamCenterLoss in processing single modality clinical data within deep learning
frameworks, paving the way for future multimodal medical research and promoting
precision and personalized healthcare",2024-03-06T00:36:05Z,http://arxiv.org/pdf/2403.03385v1,"['eess.IV', 'cs.AI', 'cs.CV']"
2407.15339v3,Deep Learning for Economists,['Melissa Dell'],"Deep learning provides powerful methods to impute structured information from
large-scale, unstructured text and image datasets. For example, economists
might wish to detect the presence of economic activity in satellite images, or
to measure the topics or entities mentioned in social media, the congressional
record, or firm filings. This review introduces deep neural networks, covering
methods such as classifiers, regression models, generative AI, and embedding
models. Applications include classification, document digitization, record
linkage, and methods for data exploration in massive scale text and image
corpora. When suitable methods are used, deep learning models can be cheap to
tune and can scale affordably to problems involving millions or billions of
data points.. The review is accompanied by a companion website, EconDL, with
user-friendly demo notebooks, software resources, and a knowledge base that
provides technical details and additional applications.",2024-07-22T02:53:18Z,http://arxiv.org/pdf/2407.15339v3,"['econ.GN', 'cs.CL', 'cs.CV', 'q-fin.EC']"
2012.08405v3,Model-Based Deep Learning,"['Nir Shlezinger', 'Jay Whang', 'Yonina C. Eldar', 'Alexandros G. Dimakis']","Signal processing, communications, and control have traditionally relied on
classical statistical modeling techniques. Such model-based methods utilize
mathematical formulations that represent the underlying physics, prior
information and additional domain knowledge. Simple classical models are useful
but sensitive to inaccuracies and may lead to poor performance when real
systems display complex or dynamic behavior. On the other hand, purely
data-driven approaches that are model-agnostic are becoming increasingly
popular as datasets become abundant and the power of modern deep learning
pipelines increases. Deep neural networks (DNNs) use generic architectures
which learn to operate from data, and demonstrate excellent performance,
especially for supervised problems. However, DNNs typically require massive
amounts of data and immense computational resources, limiting their
applicability for some signal processing scenarios. We are interested in hybrid
techniques that combine principled mathematical models with data-driven systems
to benefit from the advantages of both approaches. Such model-based deep
learning methods exploit both partial domain knowledge, via mathematical
structures designed for specific problems, as well as learning from limited
data. In this article we survey the leading approaches for studying and
designing model-based deep learning systems. We divide hybrid
model-based/data-driven systems into categories based on their inference
mechanism. We provide a comprehensive review of the leading approaches for
combining model-based algorithms with deep learning in a systematic manner,
along with concrete guidelines and detailed signal processing oriented examples
from recent literature. Our aim is to facilitate the design and study of future
systems on the intersection of signal processing and machine learning that
incorporate the advantages of both domains.",2020-12-15T16:29:49Z,http://arxiv.org/pdf/2012.08405v3,"['eess.SP', 'cs.LG']"
2304.08457v2,Deep Learning Criminal Networks,"['Haroldo V. Ribeiro', 'Diego D. Lopes', 'Arthur A. B. Pessa', 'Alvaro F. Martins', 'Bruno R. da Cunha', 'Sebastian Goncalves', 'Ervin K. Lenzi', 'Quentin S. Hanley', 'Matjaz Perc']","Recent advances in deep learning methods have enabled researchers to develop
and apply algorithms for the analysis and modeling of complex networks. These
advances have sparked a surge of interest at the interface between network
science and machine learning. Despite this, the use of machine learning methods
to investigate criminal networks remains surprisingly scarce. Here, we explore
the potential of graph convolutional networks to learn patterns among networked
criminals and to predict various properties of criminal networks. Using
empirical data from political corruption, criminal police intelligence, and
criminal financial networks, we develop a series of deep learning models based
on the GraphSAGE framework that are able to recover missing criminal
partnerships, distinguish among types of associations, predict the amount of
money exchanged among criminal agents, and even anticipate partnerships and
recidivism of criminals during the growth dynamics of corruption networks, all
with impressive accuracy. Our deep learning models significantly outperform
previous shallow learning approaches and produce high-quality embeddings for
node and edge properties. Moreover, these models inherit all the advantages of
the GraphSAGE framework, including the generalization to unseen nodes and
scaling up to large graph structures.",2023-04-17T17:33:30Z,http://arxiv.org/pdf/2304.08457v2,"['physics.soc-ph', 'cs.SI', 'physics.data-an']"
2307.10991v2,Dense Sample Deep Learning,"['Stephen Josè Hanson', 'Vivek Yadav', 'Catherine Hanson']","Deep Learning (DL) , a variant of the neural network algorithms originally
proposed in the 1980s, has made surprising progress in Artificial Intelligence
(AI), ranging from language translation, protein folding, autonomous cars, and
more recently human-like language models (CHATbots), all that seemed
intractable until very recently. Despite the growing use of Deep Learning (DL)
networks, little is actually understood about the learning mechanisms and
representations that makes these networks effective across such a diverse range
of applications. Part of the answer must be the huge scale of the architecture
and of course the large scale of the data, since not much has changed since
1987. But the nature of deep learned representations remain largely unknown.
Unfortunately training sets with millions or billions of tokens have unknown
combinatorics and Networks with millions or billions of hidden units cannot
easily be visualized and their mechanisms cannot be easily revealed. In this
paper, we explore these questions with a large (1.24M weights; VGG) DL in a
novel high density sample task (5 unique tokens with at minimum 500 exemplars
per token) which allows us to more carefully follow the emergence of category
structure and feature construction. We use various visualization methods for
following the emergence of the classification and the development of the
coupling of feature detectors and structures that provide a type of graphical
bootstrapping, From these results we harvest some basic observations of the
learning dynamics of DL and propose a new theory of complex feature
construction based on our results.",2023-07-20T16:21:14Z,http://arxiv.org/pdf/2307.10991v2,"['cs.AI', 'q-bio.NC', 'stat.ML']"
1803.08993v1,Deep Learning Phase Segregation,"['Amir Barati Farimani', 'Joseph Gomes', 'Rishi Sharma', 'Franklin L. Lee', 'Vijay S. Pande']","Phase segregation, the process by which the components of a binary mixture
spontaneously separate, is a key process in the evolution and design of many
chemical, mechanical, and biological systems. In this work, we present a
data-driven approach for the learning, modeling, and prediction of phase
segregation. A direct mapping between an initially dispersed, immiscible binary
fluid and the equilibrium concentration field is learned by conditional
generative convolutional neural networks. Concentration field predictions by
the deep learning model conserve phase fraction, correctly predict phase
transition, and reproduce area, perimeter, and total free energy distributions
up to 98% accuracy.",2018-03-23T21:59:01Z,http://arxiv.org/pdf/1803.08993v1,"['cs.LG', 'physics.comp-ph', 'stat.ML']"
1909.02803v3,Personalization of Deep Learning,"['Johannes Schneider', 'Michail Vlachos']","We discuss training techniques, objectives and metrics toward personalization
of deep learning models. In machine learning, personalization addresses the
goal of a trained model to target a particular individual by optimizing one or
more performance metrics, while conforming to certain constraints. To
personalize, we investigate three methods of ``curriculum learning`` and two
approaches for data grouping, i.e., augmenting the data of an individual by
adding similar data identified with an auto-encoder. We show that both
``curriculuum learning'' and ``personalized'' data augmentation lead to
improved performance on data of an individual. Mostly, this comes at the cost
of reduced performance on a more general, broader dataset.",2019-09-06T10:17:25Z,http://arxiv.org/pdf/1909.02803v3,"['cs.LG', 'stat.ML']"
2305.15239v2,Deep Learning and Ethics,"['Travis LaCroix', 'Simon J. D. Prince']","This article appears as chapter 21 of Prince (2023, Understanding Deep
Learning); a complete draft of the textbook is available here:
http://udlbook.com. This chapter considers potential harms arising from the
design and use of AI systems. These include algorithmic bias, lack of
explainability, data privacy violations, militarization, fraud, and
environmental concerns. The aim is not to provide advice on being more ethical.
Instead, the goal is to express ideas and start conversations in key areas that
have received attention in philosophy, political science, and the broader
social sciences.",2023-05-24T15:24:19Z,http://arxiv.org/pdf/2305.15239v2,"['cs.AI', 'cs.CY', 'cs.LG']"
2109.05237v4,Physics-based Deep Learning,"['N. Thuerey', 'B. Holzschuh', 'P. Holl', 'G. Kohl', 'M. Lino', 'Q. Liu', 'P. Schnell', 'F. Trost']","This document is a hands-on, comprehensive guide to deep learning in the
realm of physical simulations. Rather than just theory, we emphasize practical
application: every concept is paired with interactive Jupyter notebooks to get
you up and running quickly. Beyond traditional supervised learning, we dive
into physical loss-constraints, differentiable simulations, diffusion-based
approaches for probabilistic generative AI, as well as reinforcement learning
and advanced neural network architectures. These foundations are paving the way
for the next generation of scientific foundation models. We are living in an
era of rapid transformation. These methods have the potential to redefine
what's possible in computational science.",2021-09-11T09:38:02Z,http://arxiv.org/pdf/2109.05237v4,"['cs.LG', 'physics.comp-ph']"
1611.03777v1,Tricks from Deep Learning,"['Atılım Güneş Baydin', 'Barak A. Pearlmutter', 'Jeffrey Mark Siskind']","The deep learning community has devised a diverse set of methods to make
gradient optimization, using large datasets, of large and highly complex models
with deeply cascaded nonlinearities, practical. Taken as a whole, these methods
constitute a breakthrough, allowing computational structures which are quite
wide, very deep, and with an enormous number and variety of free parameters to
be effectively optimized. The result now dominates much of practical machine
learning, with applications in machine translation, computer vision, and speech
recognition. Many of these methods, viewed through the lens of algorithmic
differentiation (AD), can be seen as either addressing issues with the gradient
itself, or finding ways of achieving increased efficiency using tricks that are
AD-related, but not provided by current AD systems.
  The goal of this paper is to explain not just those methods of most relevance
to AD, but also the technical constraints and mindset which led to their
discovery. After explaining this context, we present a ""laundry list"" of
methods developed by the deep learning community. Two of these are discussed in
further mathematical detail: a way to dramatically reduce the size of the tape
when performing reverse-mode AD on a (theoretically) time-reversible process
like an ODE integrator; and a new mathematical insight that allows for the
implementation of a stochastic Newton's method.",2016-11-10T17:57:19Z,http://arxiv.org/pdf/1611.03777v1,"['cs.LG', 'stat.ML']"
1805.04513v1,Laconic Deep Learning Computing,"['Sayeh Sharify', 'Mostafa Mahmoud', 'Alberto Delmas Lascorz', 'Milos Nikolic', 'Andreas Moshovos']","We motivate a method for transparently identifying ineffectual computations
in unmodified Deep Learning models and without affecting accuracy.
Specifically, we show that if we decompose multiplications down to the bit
level the amount of work performed during inference for image classification
models can be consistently reduced by two orders of magnitude. In the best case
studied of a sparse variant of AlexNet, this approach can ideally reduce
computation work by more than 500x. We present Laconic a hardware accelerator
that implements this approach to improve execution time, and energy efficiency
for inference with Deep Learning Networks. Laconic judiciously gives up some of
the work reduction potential to yield a low-cost, simple, and energy efficient
design that outperforms other state-of-the-art accelerators. For example, a
Laconic configuration that uses a weight memory interface with just 128 wires
outperforms a conventional accelerator with a 2K-wire weight memory interface
by 2.3x on average while being 2.13x more energy efficient on average. A
Laconic configuration that uses a 1K-wire weight memory interface, outperforms
the 2K-wire conventional accelerator by 15.4x and is 1.95x more energy
efficient. Laconic does not require but rewards advances in model design such
as a reduction in precision, the use of alternate numeric representations that
reduce the number of bits that are ""1"", or an increase in weight or activation
sparsity.",2018-05-10T18:14:08Z,http://arxiv.org/pdf/1805.04513v1,"['cs.NE', 'cs.AR', 'cs.LG']"
1912.13122v8,Towards Regulated Deep Learning,['Andrés García-Camino'],"Regulation of Multi-Agent Systems (MAS) and Declarative Electronic
Institutions (DEIs) was a multidisciplinary research topic of the past decade
involving (Physical and Software) Agents and Law since the beginning, but
recently evolved towards News-claimed Robot Lawyer since 2016. One of these
first proposals of restricting the behaviour of Software Agents was Electronic
Institutions. However, with the recent reformulation of Artificial Neural
Networks (ANNs) as Deep Learning (DL), Security, Privacy,Ethical and Legal
issues regarding the use of DL has raised concerns in the Artificial
Intelligence (AI) Community. Now that the Regulation of MAS is almost correctly
addressed, we propose the Regulation of Artificial Neural Networks as
Agent-based Training of a special type of regulated Artificial Neural Network
that we call Institutional Neural Network (INN).The main purpose of this paper
is to bring attention to Artificial Teaching (AT) and to give a tentative
answer showing a proof-of-concept implementation of Regulated Deep Learning
(RDL). This paper introduces the former concept and provide $I^*$, a language
previously used to model declaratively and extend Electronic Institutions, as a
means to regulate the execution of Artificial Neural Networks and their
interactions with Artificial Teachers (ATs)",2019-12-31T00:10:50Z,http://arxiv.org/pdf/1912.13122v8,"['cs.AI', 'cs.LG', 'cs.LO', 'cs.MA', 'cs.PL']"
2002.02664v1,Short sighted deep learning,"['Ellen de Melllo Koch', 'Anita de Mello Koch', 'Nicholas Kastanos', 'Ling Cheng']","A theory explaining how deep learning works is yet to be developed. Previous
work suggests that deep learning performs a coarse graining, similar in spirit
to the renormalization group (RG). This idea has been explored in the setting
of a local (nearest neighbor interactions) Ising spin lattice. We extend the
discussion to the setting of a long range spin lattice. Markov Chain Monte
Carlo (MCMC) simulations determine both the critical temperature and scaling
dimensions of the system. The model is used to train both a single RBM
(restricted Boltzmann machine) network, as well as a stacked RBM network.
Following earlier Ising model studies, the trained weights of a single layer
RBM network define a flow of lattice models. In contrast to results for nearest
neighbor Ising, the RBM flow for the long ranged model does not converge to the
correct values for the spin and energy scaling dimension. Further, correlation
functions between visible and hidden nodes exhibit key differences between the
stacked RBM and RG flows. The stacked RBM flow appears to move towards low
temperatures whereas the RG flow moves towards high temperature. This again
differs from results obtained for nearest neighbor Ising.",2020-02-07T08:33:07Z,http://arxiv.org/pdf/2002.02664v1,"['cs.LG', 'cond-mat.stat-mech', 'physics.comp-ph', 'stat.ML']"
2306.15065v1,Molecular geometric deep learning,"['Cong Shen', 'Jiawei Luo', 'Kelin Xia']","Geometric deep learning (GDL) has demonstrated huge power and enormous
potential in molecular data analysis. However, a great challenge still remains
for highly efficient molecular representations. Currently, covalent-bond-based
molecular graphs are the de facto standard for representing molecular topology
at the atomic level. Here we demonstrate, for the first time, that molecular
graphs constructed only from non-covalent bonds can achieve similar or even
better results than covalent-bond-based models in molecular property
prediction. This demonstrates the great potential of novel molecular
representations beyond the de facto standard of covalent-bond-based molecular
graphs. Based on the finding, we propose molecular geometric deep learning
(Mol-GDL). The essential idea is to incorporate a more general molecular
representation into GDL models. In our Mol-GDL, molecular topology is modeled
as a series of molecular graphs, each focusing on a different scale of atomic
interactions. In this way, both covalent interactions and non-covalent
interactions are incorporated into the molecular representation on an equal
footing. We systematically test Mol-GDL on fourteen commonly-used benchmark
datasets. The results show that our Mol-GDL can achieve a better performance
than state-of-the-art (SOTA) methods. Source code and data are available at
https://github.com/CS-BIO/Mol-GDL.",2023-06-22T14:25:08Z,http://arxiv.org/pdf/2306.15065v1,"['physics.comp-ph', 'cs.AI', 'cs.LG']"
1807.04739v1,When deep learning meets security,['Majd Latah'],"Deep learning is an emerging research field that has proven its effectiveness
towards deploying more efficient intelligent systems. Security, on the other
hand, is one of the most essential issues in modern communication systems.
Recently many papers have shown that using deep learning models can achieve
promising results when applied to the security domain. In this work, we provide
an overview for the recent studies that apply deep learning techniques to the
field of security.",2018-07-12T17:44:42Z,http://arxiv.org/pdf/1807.04739v1,"['cs.CR', 'cs.LG']"
2209.12014v1,Asset Pricing and Deep Learning,['Chen Zhang'],"Traditional machine learning methods have been widely studied in financial
innovation. My study focuses on the application of deep learning methods on
asset pricing. I investigate various deep learning methods for asset pricing,
especially for risk premia measurement. All models take the same set of
predictive signals (firm characteristics, systematic risks and macroeconomics).
I demonstrate high performance of all kinds of state-of-the-art (SOTA) deep
learning methods, and figure out that RNNs with memory mechanism and attention
have the best performance in terms of predictivity. Furthermore, I demonstrate
large economic gains to investors using deep learning forecasts. The results of
my comparative experiments highlight the importance of domain knowledge and
financial theory when designing deep learning models. I also show return
prediction tasks bring new challenges to deep learning. The time varying
distribution causes distribution shift problem, which is essential for
financial time series prediction. I demonstrate that deep learning methods can
improve asset risk premium measurement. Due to the booming deep learning
studies, they can constantly promote the study of underlying financial
mechanisms behind asset pricing. I also propose a promising research method
that learning from data and figuring out the underlying economic mechanisms
through explainable artificial intelligence (AI) methods. My findings not only
justify the value of deep learning in blooming fintech development, but also
highlight their prospects and advantages over traditional machine learning
methods.",2022-09-24T14:18:07Z,http://arxiv.org/pdf/2209.12014v1,"['q-fin.ST', 'cs.LG', 'q-fin.PR']"
1801.00631v1,Deep Learning: A Critical Appraisal,['Gary Marcus'],"Although deep learning has historical roots going back decades, neither the
term ""deep learning"" nor the approach was popular just over five years ago,
when the field was reignited by papers such as Krizhevsky, Sutskever and
Hinton's now classic (2012) deep network model of Imagenet. What has the field
discovered in the five subsequent years? Against a background of considerable
progress in areas such as speech recognition, image recognition, and game
playing, and considerable enthusiasm in the popular press, I present ten
concerns for deep learning, and suggest that deep learning must be supplemented
by other techniques if we are to reach artificial general intelligence.",2018-01-02T12:49:35Z,http://arxiv.org/pdf/1801.00631v1,"['cs.AI', 'cs.LG', 'stat.ML', '97R40', 'I.2.0; I.2.6']"
